Utterance,Intent,Category 1,Category 2,Category 3
那从香港汇款到大陆工商银行，手续费怎么收取,电汇的手续费,Move Money,Telegraphic Transfer (TT),TT_Fees & Charges
普通海外转账需要费用吗？,电汇的手续费,Move Money,Telegraphic Transfer (TT),TT_Fees & Charges
如果欧元转到我匈牙利的银行，收款银行的手续费是多少呀》?,电汇的手续费,Move Money,Telegraphic Transfer (TT),TT_Fees & Charges
我转账到德国，汇丰银行产生的费用,电汇的手续费,Move Money,Telegraphic Transfer (TT),TT_Fees & Charges
转账到海外，有那几个收费环节？,电汇的手续费,Move Money,Telegraphic Transfer (TT),TT_Fees & Charges
海外转账手续费多少？,电汇的手续费,Move Money,Telegraphic Transfer (TT),TT_Fees & Charges
请问网上汇款去美国手续费是多少？,通过个人网上理财进行电汇的手续费,Move Money,Telegraphic Transfer (TT),TT_Fees & Charges
一般海外银行的收费是多少？,什么是海外费用,Move Money,Telegraphic Transfer (TT),TT_Fees & Charges
您指的海外费用是指的 我在汇款页面看的 “海外费用支付方为”吧？ 有2个选项“本人支付”和“收款人支付”。  这个怎么理解？ 例如我要回款10000美元 给对方,如果我选择由本人支付海外费用后会有其他费用吗,Move Money,Telegraphic Transfer (TT),TT_Fees & Charges
我在尝试转账，对方是香港恒生银行，有一个海外费用支付方为：我选本人支付，请问费用多少 15000USD,如果我选择由本人支付海外费用后会有其他费用吗,Move Money,Telegraphic Transfer (TT),TT_Fees & Charges
我再问一下如果朋友从美国给我汇款我要负多少手续费,收取汇入电汇的手续费,Move Money,Telegraphic Transfer (TT),TT_Fees & Charges
汇入人民币时，需要不需要手续费呢,收取款项需要手续费吗,Move Money,Move Money Transfer_ Others,Move Money Transfer_ Fees & Charges
登记转账用户,银联双币卡有年费吗,Credit Card,Credit Card Fee & Charge,Credit Card_Annual Fee
再从港币账户兑换成日元取现就不需要手续费是吗,使用银行账户兑换外币需要手续费吗,Banking account,General banking account,General banking account_Fees & Charges
我想在在网上银行转账 为什么转2万美元转不出去,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
你好，我6月1日汇款，编号N********912，收款人至今没有收到汇款，请查询汇款下落。,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
转账给朋友   转不出去,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
为什么转账转不出去？,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
我上周网上汇款 但对方没有收到 我想看看有没有汇款纪录,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
我为什么转账转不了,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
"我想转到香港本地的花旗银行,如何填写?",查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
请问我这边从汇丰银行汇款到中国，显示已扣款，但是对方一直未到账是什么原因呢,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
我无法汇款,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
我在网上转账，但不成功，显示限额设定为零,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
为什么不能使用海外转账,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
我转账到香港citibank和香港中行,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
我在网上银行转账港币到香港的恒生银行，,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
我更改了限额，为什么还是不能汇款？,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
为什么我的账户无法转账,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
我刚才做了一笔美元汇款到中国内地的转账，麻烦确认下是否生效了,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
刚新增了新的受款人，怎么汇不出去钱,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
刚才小额汇款怎么操作不了,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
短信发来，未能处理转账。 请重新递交指示,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
我9月6日有一笔汇款帐号错了怎么办,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
我向境外汇款怎么查看汇款结果,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
请问昨天晚上我有一笔汇款，提示我预设指示成功，今天再查，发现我的预设指示已经查不到了，说明汇款已经汇出了吗？,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
但是怎么转账受限制，我已经更改了受款人的收款限额了,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
为什么现在不能转账了,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
为啥汇款汇不出去,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
我还想问下上个月我给我中国国内银行汇款为什么没有汇款成功 而是退回来了,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
上周的汇款******汇款错误,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
我如何查询我已确定的转账指令的执行情况,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
你们的网站转账为什么转不出去,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
你好，特快转账不成功,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
现在这笔汇款还没有扣款,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
我的账户为何不可以海外汇款了， 收限制了？,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
我周六发起了一笔大额转账，我朋友说到现在还没收到款项。,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
个人转帐不了,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
您好！我已经在柜台登记了新的网上转账汇款的受款人资料，但现在无法网上转账。。。。。,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
这个受款人是我在一家投资银行开设的新户口，因此目前似乎没有办法转账,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
我要操作海外汇款 但是操作失败 说是单项限额超过,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
我有一笔汇款没有到账,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
转账转不了,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
我的转账金额远远低于分项限额，没什么不能转出？,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
我想咨询下，我刚才在网上汇款到日本一笔资金，请问为什么汇款后在网上查不到汇款信息？是我操作没有成 功吗？,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
汇款不扣款是啥原因,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
"我转账USD5000不行, 转账USD30000也不行",查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
"我转账USD50000不行, 转账USD30000也不行",查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
我要汇款到海外 但是无法汇出,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
有一笔转账没有转出,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
为何我汇款汇不出？,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
但后来我的手机收到短信，显示说不能按照我的指示转账，请问是什么原因呢？,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
为什么我自己的储蓄户口转港币转不进自己的往来账户,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
我想转账给我的首款人，转不了,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
为什么不能转帐???,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
我为什么网上银行不能转账？,查询交易进度,Move Money,Move Money Transfer_ Others,Outward Payment_Status checking
